geo_level,year,sovereign,Disputed,L0_CODE,L0_NAME,L1_CODE,L1_NAME,L2_CODE,L2_NAME,variable,var_label,value
0,2013,PAK,ND,PAK188,Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),855077.25
0,2014,PAK,ND,PAK188,Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),891821.38
0,2015,PAK,ND,PAK188,Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),934735
0,2016,PAK,ND,PAK188,Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1000877.3
0,2017,PAK,ND,PAK188,Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1047034.9
0,2018,PAK,ND,PAK188,Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1110825
0,2019,PAK,ND,PAK188,Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1136824.9
0,2020,PAK,ND,PAK188,Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1117236.6
0,2021,PAK,ND,PAK188,Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1191740.1
0,2022,PAK,ND,PAK188,Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1248005
0,2010,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),162555.19
0,2011,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),176744.44
0,2012,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),192392.44
0,2013,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),201010.61
0,2014,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),214550.94
0,2015,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),224622.25
0,2016,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),236696.88
0,2017,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),250946.09
0,2018,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),254870.92
0,2019,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),253192.03
0,2020,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),241751.48
0,2021,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),250057.77
0,2022,LKA,ND,LKA231,Sri Lanka,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),230898.09
0,2010,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),4504.5332
0,2011,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),4835.8608
0,2012,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),5093.1455
0,2013,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),5219.7954
0,2014,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),5990.1138
0,2015,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),7280.3623
0,2016,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),7365.8535
0,2017,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),7511.2446
0,2018,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),8180.9697
0,2019,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),8663.4717
0,2020,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),9099.8477
0,2021,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),10384.256
0,2022,,D,DS38520,Arunchal Pradesh,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),11261.357
0,2010,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0066259368
0,2010,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),37.327213
0,2010,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),7.6727974e-06
0,2010,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1.5403023
0,2010,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.70571369
0,2011,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.70348459
0,2011,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),7.7567765e-06
0,2011,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0066984585
0,2011,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),40.594803
0,2011,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1.7281351
0,2012,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),46.166214
0,2012,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),8.0523187e-06
0,2012,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1.9334519
0,2012,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.74808598
0,2012,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0069536776
0,2013,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),7.8737012e-06
0,2013,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),49.043316
0,2013,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.1012466
0,2013,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0067994301
0,2013,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.73839444
0,2014,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0068170028
0,2014,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),50.610592
0,2014,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.73621255
0,2014,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),7.8940502e-06
0,2014,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.1883907
0,2015,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.1556718
0,2015,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0064761527
0,2015,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),49.276707
0,2015,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.70397139
0,2015,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),7.4993477e-06
0,2016,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0084052198
0,2016,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.1225197
0,2016,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.75550973
0,2016,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),49.082897
0,2016,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),9.7331958e-06
0,2017,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),49.523617
0,2017,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.1795332
0,2017,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.74729484
0,2017,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),9.6343583e-06
0,2017,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0083198678
0,2018,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0086032581
0,2018,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),9.9625240e-06
0,2018,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),53.180107
0,2018,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.376539
0,2018,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.76551926
0,2019,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),55.091194
0,2019,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.5412288
0,2019,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.78780204
0,2019,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.000011362394
0,2019,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0098121325
0,2020,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),9.9315157e-06
0,2020,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0085764816
0,2020,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.2367806
0,2020,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),52.71471
0,2020,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.70920426
0,2021,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.0092576239
0,2021,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),58.248268
0,2021,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.000010720275
0,2021,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.5108447
0,2021,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.76211238
0,2022,,D,DS38521,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.77303
0,2022,,D,DS38528,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.000011242239
0,2022,,D,DS38530,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),56.924713
0,2022,,D,DS38529,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.80420804
0,2022,,D,DS38527,Disputed - India/Pakistan,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.009708371
0,2010,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.15078187
0,2010,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.84675312
0,2010,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),3.73944
0,2010,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1.7104851
0,2011,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1.7829136
0,2011,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.15389869
0,2011,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),3.7199039
0,2011,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.85643905
0,2012,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.15251935
0,2012,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),3.6620092
0,2012,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.90159649
0,2012,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1.9326681
0,2013,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),3.7342076
0,2013,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.85435754
0,2013,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1.9497309
0,2013,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.15766703
0,2014,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.16737942
0,2014,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.8979286
0,2014,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.1204455
0,2014,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),3.8918738
0,2015,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),1.8639488
0,2015,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.8974905
0,2015,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.15985462
0,2015,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),3.7757246
0,2016,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.0208883
0,2016,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),3.9478951
0,2016,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.92762077
0,2016,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.16196589
0,2017,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.1476266
0,2017,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.15978496
0,2017,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),4.1697164
0,2017,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.93909717
0,2018,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.2811255
0,2018,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.94965488
0,2018,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),4.5035977
0,2018,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.16541693
0,2019,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),4.3234105
0,2019,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.91581655
0,2019,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.3141124
0,2019,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.15334706
0,2020,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.2500658
0,2020,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.84495157
0,2020,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.13249853
0,2020,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),3.8747203
0,2021,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.88982642
0,2021,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),4.0825081
0,2021,,D,DS38525,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),2.3929029
0,2021,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.13792649
0,2022,,D,DS38526,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.93785238
0,2022,,D,DS38524,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),4.1565261
0,2022,,D,DS38523,Disputed Area - China-India,,,,,total_gdp,Total GDP (millions USD  in 2017 PPP),.14116189
